id	ques
00325233-0bca-4ea1-9631-2bff085795af	对比阅读第二篇文言文读不懂不知道是什么意思
0034c1cb-d4e7-4da1-b34c-25cbe34f1ad4	解释古诗寓意行路难寓意什么答急用
003b18ba-fa37-4fc9-90e7-25fe7c456a2a	狼理解性填空整道大题我都有些不理解
003c9c0d-da65-47a0-b102-4acd8cd51c39	做说明文的方法是什么
003ef82c-339d-444a-8b0e-d3d26467bd63	词语的辨析颓唐与颓废两词的共同点和不同点您举例来说
003f2ebc-0cc1-4e28-8bf3-426e4bbcad62	出事表加点字后面的几个加点字没学好翻译一下
0044b6f4-557f-47fe-97b0-fc97287ffaf5	关于作文批改作文评价批改作文评分
004690e3-1357-4eb3-8ee4-b18776450a12	了两眼发晕着急你们呢
0046e901-1ead-4da9-bb29-c317bdf440af	小作文您觉得在红楼梦中哪个次要人物最重要希望可以给我个例子积累素材我觉得刘姥姥和晴雯都不错但不太会特别概括的写我写的晴雯才得了7分希望给我一个晴雯的例子分析一下晴雯
0047e326-8212-4c86-836f-793d20c72fe3	西游记的故事西游记第13回至46回
00491593-b62b-4d95-9d97-95ec015a1673	古诗文理解等我们再复习爱莲说这篇古文的时候我们应如何去复习文章中的重点知识如何去学习它的核心思想
0049b995-97b6-496b-b0a4-cce602f63cc1	语文昆虫记大孔雀蝶主要内容
004ad78d-64ee-4be7-a097-b58f0358c827	语文八到十一题标出错字
004b6ac7-fbbb-4bca-82c7-a3a68b0f0bf4	白雪歌送武判官归京21诗中两句与李白的孤帆远影碧空尽唯见长江天际流的意境相似表达了诗人对主人公的依依惜别之情22岑参在白雪歌送武判官归京一诗中与李白的孤帆远影碧空尽唯见长江天际流意境相似的诗句是23白雪
004c136c-0fba-4bca-b331-53f350d1a40a	是一道阅读题希望可以告诉我做题方法是什么121314
005727c3-4a25-46af-b46b-6e7a333638a7	范仲淹结合他的诗句范仲淹是个什么样的人
0057d46c-0c08-4957-ac58-9979e8c66b26	初一要读哪些书我现在想作业还不是很多就把初一要读的书给读了希望给推荐一下
005cea31-9377-43c5-bc3d-74a1e9490db8	综合实践活动检查一下铅笔字的那些题
005d2b5f-4f11-4a55-a371-8e5c30640bf8	对联题怎么办对联题做不好怎么办
00601322-42fa-40a8-aab9-65c7853450f2	周忌讽齐王纳谏选择题第一道
0060a1f5-c4bf-4694-b9e3-fb5c1fc7a63e	作文太差了作文写的字数太少了只能写四百多字
0060a4fa-4748-4ca5-ac6d-b5cbdabce5b4	不用告诉我所有标答麻烦看一眼我的作答遗漏在哪
00610951-5a9e-4f91-abbe-4c1b1c76ee21	西游记21到25回西游记21回到25回的好词好句不需要特别多求
00611d22-23ca-46fe-b59e-990b7e0f0a9e	古诗文阅读写出天净沙秋思马致远的原文和黄鹤楼崔颢的原文
0062932d-09cb-45ac-a43d-fb4c6972f2f9	好书推荐城南旧事能帮我修改修改吗
00638ffd-eadc-4043-939f-048a64acff0c	作文写帮我看看我写的作文
0064ac6a-c5ea-4bd9-95f1-ab0d0f87a6c3	三国演义中有哪些著名战役
0064b60f-e15b-41d6-b3cc-2429d9debfe3	古诗文阅读不太会解答
0067b2a9-c0b2-4a08-8aaa-434f41f76053	做不知道怎么写背影中令你最感动的一句话写出原因
006aba60-7c0c-4858-98b9-c7af70e35395	完全平方公式希望解答
006b6f9f-7f23-410a-858b-4cabdbd7246d	一道题不太会想问下这21题如果以题目提出问题应该怎么回答不是很会答求解答
006bb202-20e7-4b6e-a1d5-ec6b8a8107e5	康肃笑而对笑字的理解关于文言文理解第5题
006e8346-99bf-4c0f-a04b-4cf0a012f02d	议论文自律我打算写个有关自律的议论文题目为自律是通往美好人生的必经之路大概就是这个意思但是我觉得这个有一点俗气想换一种更高级的言辞
0074d00b-bfdb-4a0c-8457-6a51cf7757fe	诫子书的翻译不太会写说这是初三的题给看看吧
00779648-25a5-4116-876c-9f264c0d6ad3	名著阅读题忘记了书内主要说的什么
0077bbcd-9eea-4226-9825-1727c2ce633f	语文作文分析一下作文分为什么不高怎么才能得高分文
007860fd-ab63-412a-abb9-f9ceb4782c7a	压力压强压力的作用效果与什么和什么有关
0079eea7-4f79-4406-b4fa-72c66dea63b8	西游记导学案4749回
007ced14-d49b-444c-ba87-4e5ed0af4093	曹操在出师表中提了几个建议
007e8d8f-f280-475b-add3-bdf42b91d506	阅读理解选自最苦与最乐
0080b06f-e56b-478c-876d-db7cac39974c	语文作文问题帮我看下作文写想象作文指导下了
0080d243-ec57-4467-9aad-bfcd1a554883	世界历史领域世界第一次大战比世界第二次大战的详细背景及内容相关资料等
00847270-f1c2-4b39-a180-d0821d2997a4	朝花夕拾作者鲁迅的简介字什么什么家中国什么运动的奠基人
00875d92-4841-47d0-96a9-8c06e939f870	红星照耀中国第十一章的问题
008aa22b-9c51-4262-8f22-3b416f2571f9	怎么区分引号和破折号区分
008cc1fc-0cd8-4145-a835-8a995bb343d0	西游记知识点读名著西游记填空题给予解答两个空着呢没填
008e50a6-91e1-4b16-89c3-8717df107e2b	景公举兵欲伐鲁文言文翻译查看这几句用铅笔画出的句子我翻译得不太通顺解答
008ff381-4adc-4ae8-9088-aa4d3d9048c4	诗歌阅读题抱君黄金台上意提携玉龙为君死表达了将士们怎样的情感
0092e719-a395-45b7-95b9-d49aba94be7b	祥子的小传也介绍三起三落600字求指导
0096461b-22ef-471c-9107-a967b4b18acf	求提出作文缺点和修改方法每次写作文总是不能把想要表达的东西写的更加细致在作为结构上也感觉不是很好希望能就这篇作文得到一些指导和建议
00973406-f751-4af2-88e7-d8814c7a8dc7	感受傅雷家书3140页的
009d225e-501d-47d8-98d9-bad7f370bfa0	文言文句子翻译第三题应该怎么翻译
009de318-497c-4813-a8e3-91ef6bace289	语文对火的描写250字左右
009ebeb6-ca93-4711-933c-78473940c19c	钱塘湖春行赏析在钱塘湖春行中作者笔下的初春有什么特点结合具体词分析
00a10fab-ba10-494b-9239-5bca589a6e96	海底两万里912章写出过程书忘带了在这里解答
00a152a5-2538-447b-85ec-05b2cac6db42	一句话中某两个词语的顺序可否调换为什么包括三种回答方式
00a2f8c3-f102-4911-8927-77b9d86d8334	天净沙秋思的扩写天净沙秋思矿写哪位帮帮我
00a67124-f3d1-4155-80b6-acebabab55e0	红星照耀中国章节概括红星照耀中国每一篇中的小篇概括从第五篇长征开始
00a80a8e-ef79-4de9-aa1b-db6248cd2d14	镜花缘里面的主要人物都有谁
00aa82b7-4361-4f7b-a4bd-7a918a80dad3	雷雨这道题如何理解呢
00ae2c77-c4ed-4d81-8414-5b46a7391055	内容理解节选叶圣陶先生二三事
00b1057f-dfa7-4e21-a790-7a4713f038d1	这几道题希望可以帮我解答
00b208f3-f357-4dae-a7a8-e85baf72871e	现代阅读怎么写教我一下
00ba30be-9de5-4012-82e2-717cb4b26147	您能帮我回答这个问题吗帮我第17题
00ba756f-35b2-4e3b-ac96-a92f82befe74	笔顺必备练习四完成凶到凹写出具体的步骤代表的意思
00bf20f9-4fb4-4036-8d07-f2f93fb8075f	语练上的题不知道怎么写写不知道怎么写
00c4d028-5732-427e-b4ec-2659ece065cb	我忘了我忘了解答过程怎么写我想要一下不等式题的过程怎么写忘了
00c54ed0-5ce6-44ba-8a26-f9c349ca1724	什么时候才到家啊我在看三毛流浪记你们看第47页如此纪律三毛和小男孩什么时候才能到家你们看图
00c8264e-d13d-4064-90ab-a76e07c46a80	一词多义词与到底有多少个意思都是啥词性
00c82818-7f7f-45ea-91b1-92d0bc1bd01e	用什么方法可以让学习快乐起来我每次一写作业就不开心我就是喜欢画画可是我妈不肯好难过
00c878e9-e503-41e2-9f5f-d5a06f96e82a	光合作用过程用式子表示
00c941d1-1c51-4335-bb57-54e1c37a7469	有关呐喊的改错希望简单一点
00cb2161-5d14-4af2-907b-6016a39f02e0	中国石拱桥段落和全文说明了什么顺序
00cde83f-3725-44d1-9d23-1e9f5a0d7bd6	作文一般考作文的类型是什么有关类型的开头和结尾分享一下
00d45059-2757-44c5-8950-85c2a033e048	笔顺登义为的笔顺是什么
00d5d390-97b1-4386-b0d7-7e585fb2dd6c	岳阳楼记第二十题一个怎么写
00d6b0e1-98ba-4e51-b226-b40392441c33	解释画红圈的的重点字词解释画红圈的重点字词
00d70d28-9255-422d-bd81-00910274d9e6	九下语文书课后题九下语文书短文两篇课后第三题
00d799bb-49f4-4359-ad0e-f1e935479302	语文阅读理解不知道方法答案
00d7b32d-80d5-4126-8262-8fff619c8bb3	基础知识我了帮我解答我都写了但有的没写
00dbb2d0-b081-4299-a12f-f8f0870837ac	己亥杂诗第八题拜托解答
00dc146b-0236-4604-aee1-694e19b59c38	好问这篇文章表现手法是什么
00dc8299-0a65-445d-bac3-4739989898b0	初二消息写一则家校互动亲子共游故宫的消息200字稿纸我们已经游过故宫了写一则消息
00e2e583-cac6-4f7a-8672-9ef4f6748ff5	说和做的课文小总结哪位帮我怎么写就那个第6题
00e5e415-f4c1-4441-b39a-1fe4fff13040	红岩好词好句红岩每章的好词好句
00e9fbc0-87f0-4b2e-83aa-79e0ab8d4fcf	语文作文怎么在结尾点题
00eb69eb-8ccb-4d4e-8fcb-2c26c34ced42	修改作文按照提纲要求怎么修改作文的开头和结尾
00eed74b-bc08-4cac-97e9-29c4ec2a4c1c	问第四题是吗为什么您
00eee88c-b030-4cdf-a0a9-ee2b0f62b171	交通安全你我他作文写麻烦给个例文
00ef08b8-fca4-44cb-aa25-04094f7f68dd	诗经知识点赏析关雎和蒹葭分析作用
00f07877-5b61-4f3d-9634-8c9a214d2869	解释这句话如不能辨异可令读经院哲学盖是辈皆吹毛求疵之人这句话的意思
00f8171b-2769-4415-af1b-41da4204f213	那首古诗里有写柳树的
00f8d0a9-1461-442b-85fa-4be48db635b9	结合少年岳飞分析岳飞是个怎样的人一定要够200字200字200字了
00ff9462-d85d-4a63-afad-c7e4870ecde1	答中书书您看看对不对答中书的题
01000a83-0627-4f9b-9a4d-097949e177da	大作文题目心中最美的风景800字散文
01006594-d6b2-4624-9e5a-117671b3f72b	画面描述山重水复疑无路柳暗花明又一村的画面描述修改重峦叠嶂的群山中夹杂着水流曲折的小溪小溪汩汩作响前方的路若隐若现忽然柳树成荫花朵拥簇的眼前又若隐若现的出现了一个村庄
01025725-c521-4c8c-a94b-9da0d9db5e50	钢铁是怎样炼成的人物关系及事件保尔和塔利亚朱赫来瓦莉亚廖沙克利姆卡冬妮娅丽达达雅之间的事
0105a235-9928-4820-88f9-f39bb5912839	西游记三打白骨精思维导图西游记中三打白骨精思维导图
010a04da-6884-4797-ae59-feb9be866bf8	江城子密州出猎这首诗的理解和作者情感
010a3198-14fb-418d-8ac4-1aa6415eab66	基础知识运用问这题怎么做呢
010a3198-14fb-418d-8ac4-1aa6415eab66	基础知识运用问这题怎么做呢
010c9e41-01f0-402e-89e4-01ec99ab3629	基础知识答案不确定检查错的题详细讲解
010cfd9f-88cf-4583-bc92-af2f737773ab	作文练习一作文练习读书实践收获为题写一篇文章给我一篇或几篇范文即可
01146fa0-b10e-431c-8a9e-6f01187ce9ed	文言文阅读论语十二章每章翻译和所要表达的意思
011ae683-3c6a-4a77-a71a-379890b5c9f6	诗歌鉴赏理解句子这首诗最后一句不太理解
011bfbd7-ce81-4c00-9fd1-bf6e1236fb84	望岳的中心大意帮我讲解一下望岳这首诗的中心大意
011c7546-a350-4be3-a396-ca607429a371	笑话一则好我给你们讲一个笑话张子坤你告诉我反斗家族动画片是什么额这个嘛是提米的小小世界怎么样呃这个提米似乎对自己小小的世界任何事情无法天女是控制啦
011d0e67-c261-468c-b70b-1c8876da7f88	问题回答阅读题时怎样那高分有哪些方法
011f1958-be2f-452c-a445-821c9510e5f4	机械能之间的转化这道题写的对吗呀
0120b60c-cdb3-4b8f-acf3-77688f75e710	论语公冶长篇第五的第四章讲述什么问题
0123ce7a-2e82-4fea-a2e0-de57799e29ce	西游记导学案八十四到九十回
01261e66-df5c-4842-8dd9-a8ecd638580e	文言文阅读那位帮我检查一下
012a401d-2e59-4bd9-957c-1845711ebe5a	表达方式作用的表达方式
012b199d-322f-4730-84fd-d0bb169085e7	预习思考核舟记结尾为什么要统计核舟上有多少物品文字
012e6b1b-987a-41a7-a319-d4f6be993a2f	解释一下劲的读音苍劲的读音应该是怎样的
01337c49-c3b8-4001-9011-1569f0c9cb54	这段算类比吗有的话哪句是
0133c91e-ce22-4083-99f5-feb0cbf917a9	文言文理解念无与为乐者期中的为字是什么意思
0133f891-0932-4833-92c8-6b54e7b1f64e	解答走过为题写一篇作文
0135c0af-d194-42b7-b836-21326dc501ed	作文题目读书伴我成长主旨是什么开头万能句有没有啊
0138287b-6b02-476a-9621-4960be1a5fe5	作文题目那个影响了我的人最好选材新颖不要上网档的
0139066f-8a93-4d64-a63a-3557a93636ef	寒假你们也是这样吗看我作业写完没事儿干啦发个我的日常图粉色睡衣很少女心哦
0139bdcc-0c08-493b-a9c6-0df876729a0e	看下作文提下修改意见怎么才能上一类
013a565b-5f3c-423b-9633-4942b41f63fb	帮我检查下第11题麻烦讲解每个选项第12题麻烦分析
013a795a-f5c4-4c17-b85d-7bf261c81f89	山川异域风月同天的出处及含义
013a848b-444d-43a3-bf73-1eb27d885c30	青春光彩记叙文怎么写
013ca33f-7aa4-4af9-9e63-f0e640fd504a	约客诗改文200字怎么写
013dff57-8691-4a95-94e4-022b65eb2b39	西城2020的基础题245不太明白
013e5ec7-ea20-4c1b-940d-c0ffa79be249	就是把这个题目认认真真地帮我检查一下看看我做的是否正确不要给我发答案我想知道我是错哪就是把这个题目认认真真地帮我检查一下看看我做的是否正确不要给我发答案我就想知道我是错哪里不要给我直接发正确答案帮我把把我这个修改一下然后看看我到底错哪里了一定要认真认真认真认真再认真看我这篇阅读应该怎么做呢有没有分层呢阅读有什么好的方法呢告诉我一下您哦啦你啦啦哦
014011b6-c84c-49a3-92bf-38c7070dd70b	诗人朝代诗歌自己课下做的练习看看做的对不对
014621e3-0ad2-4985-aef3-72765d5b5a79	三峡题问我的34题这样写对吗
014830d8-ca7b-42ea-b409-87498fda37f4	叙述方法都有哪些比如说转述那种分类
014ac831-93fe-43b8-b8f7-c463000e3efe	词性有什么区别和意思名词动词形容词数词量词代词
014ff9bb-aa2e-41da-95c7-65596022781c	语文这篇议论文您有什么好的想法就是站位比较高的论点
0151ee10-37fa-4b9b-8acd-5a1b1c10b53f	己亥杂诗读音己亥杂诗中浩荡离愁白日斜的斜应该读哪个音
0152d262-29dc-4a78-b64e-ae2d8417fb33	语文寂静的春天第十六章主要内容
015727c6-4b6c-472a-a6c9-5434e2d0500c	生活因书香而精彩作文
0157a282-7395-47cb-be7e-83fd3947671f	陋室铭有几道题解决一下
0159a4b5-a619-444f-80e5-c557be1650ef	啊哈哈啊哈大家看看提提意见
015ca8f0-6b6b-45f8-bf5f-be4ef7696289	语文作文写一篇关于愚公移山想象作文题目自拟不少于600字注意写出它的道理精神等一起团结合作要把我带进去
01606540-d43c-45da-8c7f-3ac307d46011	文言文阅读进行分析希望有更好的方法
01608d14-5af7-43aa-9b91-bce839c582d9	文言文的理解如果在考场上我们做的文言文是没有学过的那我们应该怎么做呢
01625262-a364-4b62-8ef9-d581d065b18f	予以解答第一句第二句第四句分别写一段话
01651191-9f0f-4a14-b6bd-6342ced7fdb7	单选基础知识检查一下作业
0165185c-67b5-4b03-952f-360b26d29ede	怎么学语文语文都需要复习一些什么
01675e52-9483-4a5a-9392-29e948560ff2	闻王昌龄左迁龙标遥有此寄谈谈你读了这首诗后的感受
016773fd-5328-4695-a602-6ebdaa8d258a	帮我看看这题怎么改呢
0168662c-40bf-4cbc-ab65-07f3bbf8e694	文言文判断句的类型如何翻译
0169c32a-7d27-4156-b899-aa4609fc5faf	出师表表达作者什么样的思想情感和决心
016c280c-05ed-47c9-aae9-f8c6f3fba581	论语第二章的分类写出几点几就行急急急
017296ff-2549-439d-bfa6-33aed4d84e06	语文语文语文以少年正是时为题并将此题补充完整构成你的题目写一篇文章不限文体诗歌除外
0172ed30-dd7f-4fea-85a2-4deb09cab323	朝花夕拾中的人物情节和性格
01759459-59a5-4e33-bc13-4e752903784e	词语的选用第二小题的最后两问答案为什么写支持和约束生活的话应该用支撑更合适吧而且约束我觉得是一个贬义词他的词性是什么麻烦了
017bd7d0-6f57-4ef6-aaee-b8a96cd34d73	水浒传第11回主要内容
017de48b-35c4-4eeb-88c1-a4c334dcd365	故乡不知道该怎么写就那个第2个
017f030c-5d5b-4147-8ba1-b94b4d5265dd	了昆虫记第十二十三章以表格形式写读书笔记
01819bf5-dced-4edd-b8d3-4a20df5b1ee7	论语表明复习是学习的重要方法且对学习有重要有重要意义的句子是
018798dc-2de7-4403-90fc-b5358cfb2f5c	峨眉山月歌诗中月的三个含义
018b1bf0-b300-4bc5-80ed-15a62e53d443	的支持和好我们的的支持力度我们的生活方式是什么时候
018b3589-71e2-49cd-8bcf-a959564ba4f7	红星照耀中国第一章中去西安的慢车缩写600字
018e7157-056a-43d2-9bf3-b39e9e42b10b	标点符号书名号和双引号在电视节目和活动标题的用法
01918ddb-68e5-4a0e-96ba-f9924f1cdb6c	语文学科问题问延安的风俗特点是什么
0191ca83-f5f8-41de-ba14-33a4e2c665ba	我静静地守在你身边作文打分作文分打分不足在哪
0192f552-5a8b-445b-bb4c-b992044a8171	语文基础知识体裁表说行论赋辞等等
01966268-2f75-4178-8533-ff0f17a94a6c	你能帮我回答这个问题并列短语
0197f16e-d392-44af-8c2f-8aefa64372ba	昆虫记概括昆虫记第一章主要讲的是什么我们可以从中获得一些什么新的感悟
019bf74f-f3c2-4a50-8dd6-3a6e5bc4eb26	富贵不能淫的学习过程与方法上课讲的没怎么听懂
01a4b7e6-5f55-4136-a07f-a48a56975593	关于最后一次演讲我一生中的重要抉择庆祝奥林匹克运动会去复兴25周年问题答问题您
01a4f704-4028-485a-88e3-5b031d9621c1	望岳赏析对于语文古诗掌握不深赏析不到关键点
01a56585-a806-492b-b2b7-441e159df3de	如何写好一篇记叙文问如何写好一篇记叙文
01a772c9-7b44-432e-af10-dd984f4d2d16	基础知识答案不确定检查错的题详细讲解
01b22966-2c76-4027-94d0-f2d49a0ebb9e	初中语文题中有什么考点
01b30123-ca23-4ffa-bf7d-9e7882527c9d	桃花源记一文中桃花源记中的人是如何对待渔人这位不速之客的可以看出桃源人怎样的特点
01b35e51-c973-40a9-8bf9-d57318359349	苏州园林中两个带有说明方法的原文并解析咋写
01b3acf9-c4a6-4127-b700-d820db13bb6c	岳阳楼记第三题翻译一的意思日的意思
01bbcdd3-cc07-4ed0-a9df-656772914ec3	作文题目是外面的世界很精彩600字要怎么写
01c0906a-817d-4cc5-aedb-878a2584d1f6	朝花夕拾鲁迅的笔下写了哪些主要人物他们的特点是什么
01c0d63b-d56e-46ac-a64d-84d655195c57	素养照片上的题目希望大家能解答一下
01c64e3f-3d76-446c-9f81-1fcc708fc289	樊哙闯帐怒斥项羽而项羽竟然未有以应后说了一个坐这反映了项羽怎样的性格
01c76493-31e3-4f7f-9eef-3d229d722ddc	怎么做读书积累问该怎么做读书积累效果更好
01cb278d-cb97-404b-bbce-5c50ef15611d	给这篇文章打一个分总共40分
01cdcb52-4ff8-4842-8650-13fd52dffbbe	填入横线处语句排列正确的一项是我们在海边一家简易旅馆住下令人加倍感到荒凉阒寂很宽敞夜色阴森空谷足音一般窗户敞开着杂着犬吠鸦啼客房在楼上林木缝隙中闪现出几星渔火
01d0adcf-54b9-46be-ac55-3ff81fc091ba	帮我检查作业我做的对吗有什么建议指教
01d5450b-c881-45a0-aa7a-61806d29ce5f	南乡子和赤壁理解性默写要求各出两道题
01d97b33-fa39-4523-9f8a-02697ab8b994	诫子书主题诫子书表达了什么情感主旨是什么
01d9d979-1bf8-4760-92e4-73b691e2e3ee	课文理解阿长与山海经因为山海经是阿长买的为什么不叫阿长买山海经理由
01db4ea8-f29c-40de-89a5-e430bf1543a2	西游记这道题写解答一下
01ddadbf-79d1-47ad-a2b0-2cb989c83d1e	唐诗五首学习任务单有些不明白和不知道怎么写麻烦了尽快
01ddb8a7-5cc2-4339-9a13-cdbf8dc622f1	这个作文它是属于议论文吗他没有主要的事件那他写的好不好呢我总觉得没有事件的作文就写的分儿就没有主具体事件的作文是不是那个分就高哇
01e07208-d86e-4be9-bfcc-a48d4896dc0f	翻译一句话顺物性享大自然恩赐勤仁信行人世间正道
01e29f22-a350-4b1a-85a0-8e5aec963850	解释词语题解题思路和步骤应该是什么呢
01e2a811-acc0-43e1-95be-770b091ab41b	有各学校学生写的优秀作文扫描的答题卡的那种
01e4292f-742d-4db7-b6be-2da7872f9919	中国人失掉自信力了吗的论点
01e58d7d-43af-4179-9de1-8efa1060f9d8	怎么回答诫子书中作者抓住一个什么字围绕学习告诫儿子要成才必须具备哪几个条件
01e61536-ff1a-4b26-802d-6d7ad1984cbe	成语古文跟天子且至的切一个意思得成语跟持兵揖曰得持兵一个意思的成语跟城非不高也得城一个意思得成语跟委而去之的委一个意思得成语跟故君子有不站的故一个意思的成语是天时不如地利也的是一个意思的成语
01e62ada-04e0-405a-8e42-d0528d9d68de	关于孔子的选择题希望解答为什么不对
01e6485c-ba6d-4e8f-8c9e-1d36bcfc657a	中国人失掉自信力了吗写一个事实论据
01e64cbe-aacf-4161-ac3a-4f8d6d179c8d	初二古诗文赏析关雎赏析
01e66d2b-f869-44fa-9cdb-a60c2d806042	红星照耀中国第十三章急需第十三章主要内容及阅读感悟
01ea7545-e647-487a-a808-811e539871b6	古诗饮酒悠然见还是南山好说明理由
01edfd2b-b1d2-40bd-a7be-5cb1811966bf	基础运用这道题为什么是选呀之前智慧学伴上的说是对的我认为这个段落分层后他应该先说的是人与自然和谐共生然后在建设生态文明的现代化生活而且一项应该是放在后面因为和谐共生和建设现代化中国应该是两个不同的观念所以后面是不能接一项的
01ef96f5-7a7a-4941-8a89-d6124dcd6811	解答这个问题没有思路南宋朱熹说读书无疑者须教有疑有疑者却要无疑到这里方是长进这句话可以理解为读书没有疑问的人须要教他发现疑问有了疑问的通过深入阅读寻求答案再达到没有疑问的境界这样才是有长进了结合水浒传的具体内容谈谈你对朱熹这句话的体会
01f11475-2f20-43c3-93a1-eb674b30d6f6	记承天寺夜游我想问一下您记承天寺夜游的主旨
01f3d61a-5e8e-4c6f-b671-4ad898f8a1f5	昆虫记中的金布甲的婚俗概括150字左右
01f40086-3d35-44b6-ad59-773bd820f39c	海底两万里希望解决一下
01f8972c-b1ac-41cf-a067-d9165ee4b75d	论据怎么找议论文论据怎么找
01fb16c0-3046-4cf6-a237-e6291c9330ce	红岩不知道怎么读帮我简单介绍红岩内容人物等
01fce2bb-d536-44f1-b043-4acbfd178dda	文言文的翻译问文言文怎么才能翻译正确
01fd173f-a29a-4209-a9dc-83144db4335d	关联词语掌握的不是很熟例几个经常考的关连词语
01fd3129-9659-49a2-8a26-4f926b830e82	书法的特点判断书法作品的特点怎样判断
01fe074a-de08-4692-9247-81a338de6c59	名著阅读这个名著阅读题如何解答讲解一下
0200c39c-742a-4e37-8778-f03f87176897	议论文阅读这道题我的一题和三题哪里有漏洞在再分析一下
0201c4d4-0926-4b3d-a8da-222949af4b72	傅雷家书读书笔记1母亲对孩子关心2总结傅雷形象200字
0202e3c0-4881-4b4a-92b3-876b1b57cdf4	舍生取义与珍爱生命本质上矛盾吗鱼我所欲也的问题舍生取义与珍爱生命本质上矛盾吗
02030b43-0203-45ab-bf8d-c79180d694eb	闻王昌龄左迁龙标遥有此寄中作者通过哪些景物来表达情感的
02038592-fdb9-44e9-aede-7159dd8b7b92	指出加点词解释正确的一项草行露宿重以饥冻严重执其淮南太守郭褒遵照执行秦兵大败自相蹈藉而死者践踏过户限不觉屐齿之折边界
02039767-fd9e-4fc9-8b6e-183c37eb39f0	古诗文翻译如何短句大概意思如何朗读
02056bb8-c009-41d2-abb1-1ff22dc8e4b3	素养照片上的题目希望大家能解答一下
020a222a-584e-4924-be29-4db66e335e92	议论文阅读我想问一下24题的解题思路
020b9f2c-ffa1-4357-8d17-4c1cf4d8da24	修改作文希望可以修改一下
020e4962-9272-4d7e-9504-85ed3d42595d	七年级下11台阶课上留的题
0213f312-fcb7-4258-9eb7-dfb355a0a3f1	11题怎样概括主要事件情节是什么
021acfd8-5f11-4413-aa11-91d0062f02a9	文言文庄子与惠子游于豪梁了
021d7b5d-9653-45ea-8f14-f4d5f5a728db	语文学科问题问这道题怎么做
02217418-b2e9-41f4-a497-334c4fd85e63	骆驼祥子祥子在经历了三起三落的人生大悲大苦后沦为社会病胎里的产儿那么祥子能否通过自己的努力改变命运命运呢
022298dc-eceb-4b42-b07b-2b4daf8e619c	背诵故事啊大家有没有一些快速记忆古文的方法啦
0222a08a-5a51-4b7a-8fc8-09851d1139a8	语文语文语文如何确定中心论点
0223646a-e51e-487a-95e5-938439a7ba8b	不太懂三顾茅庐为什么作者安排通过刘备的视线写诸葛亮的相貌
0225d4ca-9c9a-4a83-8167-94dab8c41a0a	麻烦作文修改教校园生活类作文内容要怎么写怎么才能写的不泛泛呢画红圈部分说泛泛那什么内容不泛泛
02262fd7-5858-4170-94b6-f6a329a5c061	阅读题有答题技巧吗希望讲一下
0228647a-e5ba-46b1-b825-8423dd50cf39	三国演义概括8590回导图概括
022a4be1-f222-494b-adc5-c94f1faff200	用下面的词写句话至少三个词
022c606b-9c33-4162-b106-55ffff12e3ac	病句不太清楚问第三题是什么哇能告诉我下理由吗
02335a5a-5ae9-4aed-bd64-a5d6b9f40d7d	中国石拱桥好您能教教我关于中国石拱桥每段意思和说明文知识吗
023422de-3fa8-4e25-9aac-47588f4c406e	基础知识我了我现在很急很急麻烦帮我会好好记得
