53504	关于质疑的有关词语什么时候用质什么时候用置有关质疑的一些词语有有时候用质有时候用置比如毋庸置疑质疑问难质和置的用法和也是有什么区别吗	假如我是一名医生帮我判改一下作文	0
53505	海燕的主要内容是什么	非连续性文本阅读还用掌握顺序吗	0
53506	第二单元字词练习解答	这篇好像比较好改想吧这篇改成李白让我敬意要怎么改呢	0
53507	道德与法治第二大题第一个不明白	汇集和凝聚分不清讲讲	0
53508	狼这篇文中屠户具有怎样的性格特点	1314帮助检查一下	0
53509	古诗有关问题桃花源记写作背景	语文我这作文怎么改比较好	0
53510	海底两万里主要讲述了什么	麦琪的礼物阅读麦琪的礼物中一段文字回答文后问题一进门杰姆就站住了像一条猎犬嗅到鹌鹑似的纹丝不动他两眼盯着德拉有一种她捉摸不透的表情这使她大为惊慌那既不是愤怒也不是惊讶又不是不满更不是厌恶不是她所预料的任何一种神情他只是带着那种奇怪的神情死死地盯着她杰姆为什么会有这样一种奇怪的表情	0
53511	啦红星照耀中国考点知识点	第20回到第21回孙悟空向谁求救最后是怎样救出唐僧的第20到21回孙悟空向谁求救最后是怎样求出唐僧的	0
53512	蝉这篇文章的问文艺性体现在哪些地方	语文作文指导题目感你让我指导一下写作文好的题材简要叙述的事情	0
53513	愚公移山作文以愚公与智叟辩论为主题扩写文章	关于北京的作文帮我看看我的作文有哪一些问题	0
53514	水浒传林冲的人生经历图	春天的心记叙文阅读检查	0
53515	文言文行李之往来行李是什么意思啊	22题23题应该怎么做做题的方法是什么	0
53516	茅屋为秋风所破歌译文了麻烦	陶渊明简介故事生平是什么	0
53517	语文作文儿题目不虚此行是写实践活动的作文已经写完了指导	孟子三章赏析孟子三章的原文译文和赏析	0
53518	西游记78回大概意思越少越好	核舟记板书求核舟记的板书笔记体现技艺技艺奇巧	0
53519	古诗文赏析黄鹤楼表达的中心思想和译文	木兰诗里面写木兰身姿矫健的一句	0
53520	素养照片上的题目希望大家能解答一下	字音的问题红色的读音能全确定一下吗感觉自己读的都不对	0
53521	古今异义词初中我们学过的古今异义词有哪些	曾素娴来回答下吧我都忘了我的承诺啦对不起啦现在你来回答快点哦我怕别人抢了抢了你说话的位置如果你还是抢不到的话我就再写一个问题这样你来回答知道不	0
53522	十五从军征八十始得归这里面八十是老兵真的八十岁了还是就是一个虚数	怎么区分破折号和冒号的使用	0
53523	议论文的论点和分论点应如何准确把握	语文一遇到写作文就考不好每回写完作文觉得得心应手挺不错的结果一看满分30考了个27分我想问大家怎样提高写作水平啊提高到28分也行	0
53524	改内容末语帮我好好修改一下挺重要的	名著阅读钢铁是怎样炼成的第三章主要内容及感受	0
53525	您们有桃花源记的思维图吗	这句句子是什么意思遂成枯落这句话是什么意思	0
53526	文言文的虚词理解一般文言文中的虚词咋翻译理解啊常见的有哪些希望给我解答一下	骆驼祥子如何快速理解骆驼祥子的全文	0
53527	故乡这篇课文的结构图结构图急急急并且把闰土人物做分析之前是什么样的现在什么样详细分析1是结构图2是单说闰土	等腰直角三角形求解答问题	0
53528	我想提语文作文的水平但有时不知道怎样写我写语文的作文怎么办	古诗词读音采菊东篱下悠然见南山见的读音是还是	0
53529	第二题求清楚的分析过程	文言文理解出师表所表达的作者的情感	0
53530	语文这道题怎么做求指点	钱塘湖春行阅读题订正答案要求答案完整准确无关题意作答不予采纳标清题号	0
53531	议论文写作怎么样能把议论文写得吸引人	古诗意思解释饮酒意思啦拜托	0
53532	三四题空白的第三题第四题空白的	诸葛亮在出师表中的情感可以用原文中哪六个字概括在出师表中的情感可以用原文中哪六个字概括	0
53533	一道问题怎样做到不笼统作答我答的是观看万尼亚舅舅创作	预防校园欺凌体会心得提纲	0
53534	身边的坚守教我记叙文要求写身边人的事件比如站岗的人快递员等等还要亲身经历我不太会写记叙文帮我讲讲	作文体现传统文化的作文	0
53535	对杜甫的评价议论文的形式评价杜甫200字左右该怎么写指点	文言文白话扩写这道题是怎么写	0
53536	总结红岩第十一章内容感	排比句的修辞使用排比句有哪些要求	0
53537	关于语文的阅读语文比较阅读的技巧的解答	简答题不懂就是不太懂这个思想感情	0
53538	海底两万里第32章内容概括感受	海底两万里路线图要在地图上画出路线图然后写在这个地方发生的主要事情哪个可以帮助我	0
53539	议论文写作如何写好议论文有什么好方法吗	郑8和正切相加等于正数还是负数呢	0
53540	疫情期间积极参与学校组织的抗议防疫知识宣传感受300字思路	素养照片上的题目希望大家能解答一下	0
53541	概括开头中心结尾内容概括	2李白和杜甫诗风区别两条以上	0
53542	昆虫记中的松树鳃角金龟概括150字左右	语文作文北京这里有我的希望解答一下	0
53543	不明白为什么不选是什么文明	几岁了我有个问题问你们小明的妹妹十年前两岁十年后他妹妹几岁了	0
53544	红岩2628章看题目	智取生辰纲以晁盖为角度描写的智取生辰纲的故事600字求借鉴	0
53545	作文完成作文在线学习让我学会了600字	语文杜甫的春望每句的赏析和翻译	0
53546	语文渡过和度过怎么区分	论语的分析原文阙党1童子将命2或问之曰益者与子曰吾其居于位3也见其与先生并行也非求益者也欲速成者也这一则论语的分析不是太清楚希望指点一下	0
53547	古诗看下这道题这么写可以吗感	过零丁洋文天祥为何文天祥的过零丁洋最后一句是千古名句	0
53548	我终于成功了作文提纲快点啊我还没睡呢	名著阅读骆驼祥子祥子一生命运的三部曲是	0
53549	病句语文找病句招标点错误是弱项有什么方法	骆驼祥子中的祥子开始对未来有什么样的理想到最后有什么转变求解答	0
53550	醉翁亭记帮我看看怎么写啊	古诗文阅读问这题怎么做呢	0
53551	标点符号的题重点是问号的使用第三题跟第四题	桃花源记文言文第一问和第二问怎么答	0
53552	概括第13课叶圣陶先生二三事的主要内容和事件	语文急下图中的句子所用的修辞除了比喻外还有对比问怎么判断哪里体现了对比	0
53553	第16题的材料一在哪啊无	红岩第八章主要内容和阅读感悟	0
53554	非连续性文本阅读写清题号和答案最好打字	关于论题和论点简单的区分	0
53555	红星照耀中国第五篇长征任务单第二题希望是按照书上的越全越好最好不要图片	现代文阅读很难的阅读题	0
53556	西游记任务单的祭赛国除妖写求帮助	骆驼祥子第四章概括简单精炼	0
53557	语文学科问题问这些空填什么	最美作文帮我提一些意见	0
53558	古诗文默写帮我检查一下	儒林外史主题中心思想	0
53559	素养照片上的题目希望大家能解答一下第21题	我需要非连的标答订正用	0
53560	西游记第22回主要内容要求详细每一件事都要写清楚西游记阅读笔记您	阅读理解这篇文章的结尾主旨实在是没看懂说的是什么意思啊	0
53561	不知道怎么答不明白怎么写求	出师表作者思想出师表作者的思想感情	0
53562	我的叔叔于勒改写改写成叔叔有钱了对没错就是这样	关于语文非连时的非连有哪些题型各类题型有什么技巧和注意的地方	0
53563	三国火烧博望坡可以看出诸葛亮	帮我这篇作文这是我写的作文	0
53564	必备笔顺练习五六在这里解答学出具体步骤网到园	解答童年的记忆前苏联作家高尔基曾说欢乐和忧愁永远是相依相随的它们不可分割的交织在一起结合文章内容说说本文是如何体现作者这种复杂情感的	0
53565	解决一下问题飞天凌空的思维导图	父亲的病里边的主要内容	0
53566	亲情作文以亲情为话题的作文600字以上	曹刿论战情节梳理要用思维导图的形式急急急急急急	0
53567	曹刿论战的知识点复习帮助	语文作业题哪位解答一下	0
53568	夜雨寄北的翻译求帮我	抗击疫情作文问一下我写的这篇作文哪里需要改一下如何改	0
53569	古诗可以给出这两首诗的注释吗	语文基础知识帮我看看写的有问题吗	0
53570	一哄而上和一哄而散中哄的读音好我百度搜索到一哄而散中哄读一声而一哄而上中哄读三声问这是对的吗这样读与字义有关吗赐教	醍醐灌顶是什么意思读书时看见这个成语心中疑惑所以询问	0
53571	文章写法解析移步换景是啥意思对文章有啥好处	素养照片上的题目希望大家能解答一下	0
53572	语文书法楷书的书法特点第四题结合梅花楷书和行书来表达	比较阅读最后一题写呀	0
53573	张乐平的作品问一下张乐平有哪些作品	对对联麻烦选什么第五题	0
53574	如何提高自己的阅读能力	应该怎样大题才能得到满分解答	0
53575	西游记55回主要内容西游记55回捉走唐僧的妖怪住在哪妖精为什么说如来佛也怕她收服妖精的是谁	李清照的渔家傲诗改文天接云涛连晓雾星河欲转千帆舞仿佛梦魂归帝所闻天语殷勤问我归何处我报路长嗟日暮学诗谩有惊人句九万里风鹏正举风休住蓬舟吹取三山去全诗如上求开头结尾和写作思路	0
53576	我的理想2是我的第一个理想是想当一名歌唱家第二个理想就是想和花木兰一样替父从军	三保太监下西洋郑和下西洋与明朝兴衰的关系	0
53577	红星照耀中国中关于长征1长征的起因2长征路线3长征中面临的困难已思维导图形式出现	如何使作文更生动如何是作文更生动解答	0
53578	阅读理解题结合内容分析奥楚蔑洛夫的形象	阅读题12题怎么做怎么做	0
53579	阅读理解回答第一题第二题	帮我修改一下作文上写的我觉得应该不怎么样才得了30	0
53580	名著阅读想问总结应该如何去写	的作文希望给我举几个比较新颖的事例关于担当的	0
53581	基础练习的感觉自己写的不对	富贵不能淫这篇课文的结构图怎么画	0
53582	海底两万里问题11章和问题2	我为什么要学习这个作文怎么写600800	0
53583	文言文阅读乙文的翻译	海底两万里第十章主要内容和感想	0
53584	解答微斯人吾谁与归是一个反问句他表达了诗人什么情感	素养照片上的作业怎么才能将这篇作文写到700字	0
53585	古诗文阅读古诗文阅读	西游记人物沙悟净使用的兵器沙悟净的本领猪悟能使用的兵器	0
53586	卖炭翁卖油翁全文翻译	背课文的方法不要网上的古诗文会背了之后却怎么读都背不熟读了无数遍而且背会了没有多久又忘了怎么办	0
53587	您能帮我回答这个问题嘛关于关雎的	李白的蜀道难问题诗人运用了哪些写法来表现蜀道的雄奇险峻	0
53588	海底两万里不知道第二部分13章全部题	看看这道题过零丁洋人生自古谁无死留取丹心照汗青是千古名句试结合全诗及作者生平谈谈你的理解	0
53589	鱼我所欲也的文章主旨是什么详细解答	古诗文理解当我们的复习破阵子为陈同甫赋壮词以寄之的时候应注意哪些易错点	0
53590	生于忧患死于安乐阅读题能不能帮我看看这道题这么写行不行	论语的翻译草上之风必偃这句怎么翻译呢一定会倒下	0
53591	对联问题第三题的对联如何判断	选择哪个答案选出对加粗字词解释有误的一项寒暄太阳的温暖形骸身体收敛收拢聚集蹙缩紧迫间或一轮偶尔歆享喜爱羡慕沸反盈天满窈陷幽远安逸安闲鄙薄轻蔑折罪抵作素不相识向来	0
53592	解答一下介绍一下水浒传这本书以及作者	文言文翻译翻译一下乙文有助于我阅读和做题	0
53593	诗经二首关雎和蒹葭的赏析是什么	古诗赏析题求辅导第三题	0
53594	一段的旅程不少于600字	拼音笔画常考的易错拼音和笔画	0
53595	不少于二百字作文求帮助	开头句新颖一些帮我看看开头怎样才能新颖一些	0
53596	语文鸿门宴的虚词用法虚词的用法以及字的意思什么	以节约光荣浪费可耻为题写一篇文章推荐从网站上查找阅读遏制舌尖上的浪费不能止于道德批评作者王石川并完成以节约光荣浪费可耻为题写一篇文章	0
53597	雷雨这道题如何理解呢	25文中我选林院士带病工作我分析写法指导	0
53598	三国演义诸葛亮什么时候在哪设置石阵	你是人间的四月天赏析跨行	0
53599	怎么回答这个问题第2个问题	基础知识运用这道题怎么做呢	0
53600	予以解答送杜少府之任蜀州	句子主干和诗句这道题怎么找句子主干第六题可以写什么诗句	0
53601	书法作品赏析每种书法的特点	我长大了作文开头和结尾	0
53602	解答诞的笔顺共有几笔笔画顺序是什么	周亚夫军细柳概括它的主旨大意是什么	0
53603	逆行者作文以逆行者为题目写作文要和自己的疫情期间的感受和经历结合想想有什么题材	朝花夕拾二十四孝的简介100字	0
53604	语文古诗题像这种看法题怎么踩分	道德答题26道德答题不明白	0
53605	古诗理解阅读括号二具体怎么来描述呢	解答描写画面的题有什么方法吗	0
53606	解答答中书书文中所提到的康乐是指谁作者举他有什么深意	叶圣陶先生的二三件事子	0
53607	字音笔顺判断第一道大题	论语注释里及物动词去是什么意思	0
53608	昆虫记第七章主要内容是什么	红楼梦简答题我的答案可以得多少分呢就这题而言还可以从哪些方面说起呢	0
53609	括号四改句子拜托解答	岳阳楼记理解性默写说一下没写的应该是哪一句	0
53610	在卖油翁这篇课文中惟手熟尔的惟怎么翻译惟手熟尔的惟怎么解释	马说这道题为什么选丙呢甲和乙分别错在哪里	0
53611	杞人忧天翻译杞人忧天有的地方翻译	问生生所资未见其术两个生都是什么意思	0
53612	语文阅读题第二题解答	陈太娇欲有七情的主旨是什么陈太丘与友期行的主旨是什么	0
53613	驿路梨花中多次出现梨花这个词分别代表着什么含义	课内外对比阅读我差这两个小题就写完了问这个要怎么翻译我只会翻译前面跟后面那一点到那句话就卡住了怎么都翻译不出来	0
53614	防水防汗发现回复电话费沙发还转发转发呼吸听哈刘璨咱俩是咋熟来着的我忘记了顺便给其他人介绍一下也好帮我回忆回忆	遂许先帝以驱驰的驰是什么意思1疾行指迅速逝去2纵马奔驰3驱车追赶解答一下	0
53615	名著阅读题帮助我解答这一道题	问独往湖心亭与舟中人两三粒而已前后内容表达很矛盾如何理解	0
53616	病句能给我检查一下吗错的讲一下	针对本次疫情和今天的默哀写一篇作文帮我针对本次疫情和今早的默哀写一篇感受不少于700字	0
53617	核舟记句子翻译选项为什么不对求解答	语文时对比阅读会考吗	0
53618	非连续性文本的题目问一下答案的最后一点的原文出处是哪啊	怎样学好语文王幼珍快来回答我的问题随便答没关系	0
53619	邹忌讽齐王纳谏讽在这里的意思	根号三减二分之一怎么算	0
53620	帮我看看劝学和苏幕遮的默写有什么错别字	出师表中叙述诸葛亮追随先帝驱驰的原因是什么	0
53621	古诗文赏析回答一下下面的问题	语文基础运用解答写出解题步骤	0
53622	古诗词想象画面将秋词想象画面写一篇200字的文章	语文我散文的17和18题答得可以嘛	0
53623	对于语文学习的技巧怎么能快速提升语文成绩有什么技巧	标点符号顿号和逗号为什么滑嫩鲜香之间不能用顿号解释太了	0
53624	如何让作文得高分我的作文感觉写的很好可是总拿不到高分答	语文造句闲暇合拢不期而至心有灵犀四个词一起造句讲讲	0
53625	评定语文作文评定一下作文	问密云区的的答案我想	0
53626	素养照片上的题目希望大家能解答一下	内容理解选自最暖心的事	0
53627	通过绿字你能联想到什么100字到200字	小作文点评帮我看看这篇小作文能得多少分有什么问题感觉有些不连贯逻辑不太对点评越犀利越好一针见血的指出我的问题时间宝贵非诚勿扰	0
53628	届时词语解释词语孝公既没惠文武昭襄蒙故业因遗策南取汉中西举巴蜀东割膏腴之地北收要害之郡	文言文翻译诸葛亮为什么写诫子书给儿子	0
53629	帮我检查一下我的语文题	论语中温故和知新是并列两件事吗	0
53630	其为论说方术大备为是什么意思其为论说方术大备方术什么意思为是什么意思	送东阳马生序不太会写	0
53631	语文语文语文指出下列加点词语活用的类型并解释	为什么用落草袭人道连一家子也不知来历上头还有现成的眼儿听得说落草时是从他口里掏出来的等我拿来你看便知	0
53632	写一下默写题写一下这几道默写题	江城子密州出猎引用了什么典故典故有什么作用	0
53633	书体的特点用四个字形容书体的特点	学习狼这课还能联想到关于狼的哪些成语	0
53634	书体知识运用帮我检查	对联对联对联说一下对联规则有哪些	0
53635	语文虚词使用解释一下原因	语文你好您给我讲一下这道题	0
53636	论语十二章都讲述了什么道理	红星照耀中国其中的成语有哪些举例说明	0
53637	您范进中举的写作背景是什么	基础运用第二题不清楚	0
53638	古诗文阅读山坡羊潼关怀古的写作背景是什么主要内容是什么最后抒发了作者怎样的情感	渔家傲李清照根据标题所属诗词进行赏析要求简短正确完整注意回答简短的答案	0
53639	论语见贤思齐焉见不贤而内自省也与三人行必有我师焉择其善者而从之其不善者而改之有什么相同点与不同点	基础知识答案不确定检查错的题详细讲解	0
53640	2这道题问一下这道题	诗歌赏析赏析东风不与周郎便铜雀春深锁二乔	0
53641	马说阅读马说结尾各表达了怎样的思想感情	古诗词翻译江南逢李龟年咋翻译	0
53642	关于写作的技巧怎样能快速写好一个作文我的作文总是以对话或叙述为主写也不知道怎么写麻烦您给详细讲解一下	阅读理解有两道题第二题是文章最后一段写道说不出哪儿伟大可就是觉得他伟大结合全文说说张的伟大表现在哪里	0
53643	渔家傲秋思的主旨是什么	古诗文翻译背景古诗解析	0
53644	古诗文阅读这篇古诗因为没读懂错的很惨不知道怎么才能准确的体会作者的情感可以教一下答题和理解的思路吗	苏轼的定风波作者以风趣幽默的笔调写出途中遇雨的所感所思表现了作者怎样的生活态度	0
53645	方法说明文的说明方法	语文学科问题问新型冠状病毒鸡冠花冠的冠是啥意思啊	0
53646	标题守信让生活更美好我想把中间的部分重点写父亲与我的对话和我的感受帮我把中间的事情叙述的更流畅一些还有把我的结尾改的更精彩些	不回了麻烦了我会好好看的	0
53647	从这篇文章中批注一处60字	致1500米跑道上的运动员你给予一些鼓励与希望的话语	0
53648	急昆虫记松树鳃角金龟内容概括200字左右昆虫记松树鳃角金龟内容概括	仿写走一步再走一步仿写诗歌	0
53649	语文作业解答一下句子赏析解答一下秋高气爽的时节一群大雁正往南飞一会儿排成一字形一会儿排成人字形	字的笔顺笔顺横折弯钩横竖末二笔为十笔顺横折竖横横末笔为二的字和笔顺	0
53650	实词虚词的理解与用法	七年级下册政治麻烦帮我讲一下	0
53651	猫作者重点写了第几只猫为什么	文言文求第二小题的解答	0
53652	关于语文之类的问题在论语中什么是通假字	就是把这个题目认认真真地帮我检查一下看看我做的是否正确不要给我发答案我就想知道我错哪了就是把这个题目认认真真地帮我检查一下看看我做的是否正确不要给我发答案我就想知道我是错哪里不要给我直接发正确答案帮我把把我这个修改一下然后看看我到底错哪里了一定要认真认真认真认真再认真看我这篇阅读应该怎么做呢有没有分层呢阅读有什么好的方法呢告诉我一下您哦啦你啦啦哦	0
53653	鲁迅的人品怎么样朝花夕拾里鲁迅的人品怎么样	孤独之旅中孤独的含义	0
53654	书上的练习希望帮帮我对于这种题我不知道该怎么回答	语文性格主要在哪个情节体现每个性格对应一个事件急要刘备的帮	0
53655	论语公冶长篇第五的第十章主要讲的什么内容	能够缩写短文从百草园到三味书屋怎样缩写成400字	0
53656	如何提高阅读能力和写作能力怎么能快速读懂阅读题大意准确做对阅读题怎么能看到作文题目迅速在脑子里有清晰的思路顺畅的写完	改一下现代诗问我这首诗怎样押韵顺便帮我扩充一下内容	0
53657	说明文发几篇写的特别好的说明文大概五六百字就好	鲁迅孔乙己孔乙己最后死没死结合文章	0
53658	通假字举酒属客中的属是通假字吗	作文题目是生日想帮我改一下作文感觉转折不够有力量字数太多但是不知道删哪	0
53659	骆驼祥子复习性格特点二强子阮明老马	这道哪里错了是是这句话的意思的话这句话怎么翻译	0
53660	语病的选择题麻烦说一下句子的语病和怎么改	小石潭记的分析小石潭记的中心是什么小石潭记表达的是什么	0
53661	白洋淀记事芦花荡和荷花淀为什么称为姊妹篇	文言文阅读子鱼论战14题相同之处	0
53662	标点符号题看下这道题我选的是和是错的但不知道是哪里出了问题	抗击疫情文明守则的作文800字怎么写	0
53663	关于疫情的问题作文材料面对疫情我们应该如何	爱国的小令和对联有关爱国的对联和小令能怎么写	0
53664	诶看看对文章理解不深刻两道题	富贵不能淫检查已写问题对空着的问题做出回答	0
53665	三国演义第100回概括两百字	饮湖上初晴后雨语文苏轼写的饮湖上初晴后雨的最后一句是淡妆浓抹总相宜还是浓妆淡抹总相宜	0
53666	海底两万里最能突出什么精神	是不可数名词还是可数名词小学说是不可数名词中学说是既可数又不可数名词	0
53667	语文古诗文酬乐天的名句是什么呀情感	西游记麻烦整理孙悟空猪悟能沙悟净唐僧四人的故事情节和在故事情节中的人物性格	0
53668	赏析句子妙处不要网载不要搜	这道题怎么写第十六题第十六题怎么写	0
53669	新闻改编成消息这篇课文怎样改成消息呢主体部分怎么叙述	素养照片上的题目希望大家能解答一下	0
53670	次北固山下练习一在这里解答即可	标题作用课文台阶的标题作业是什么	0
53671	语文作文题帮我看看这道题能得多少分有什么问题	解答先抑后扬伏笔和铺垫照应这些有什么区别	0
53672	出师表里到底有几个事	古诗知识问白描是什么	0
53673	要一般式解题过程越详细越好这个忘了咋解了第十七题	朝花夕拾的基础知识3题5题6题7题和11题的空怎么填	0
53674	鱼我所欲也一词多义古今异义词类活用	作文作文作文不能没有你作文题材新颖的	0
53675	字体的赏析字体的演变过程不了解题目	作文一场突如其来的疫情让我懂得了批改详细一点最好不要给我范文再次感然你们费心了	0
53676	推荐词仿写完成2题根据示例从壶口瀑布一文挑选景物仿写完成2题	鲁迅对父亲有一种怎样的感情结合父亲的病说一说	0
53677	矩形的性质看看第8题是不是5	北冥有鱼表达了作者怎样的思想情感	0
53678	帮我翻译一下原文被圈到的词语也解释一下	我需要选择题的理由我感觉有的都对有的我也不清楚那里错了还有不全的	0
53679	满江红这首诗是如何表现诗人情系天下的看看这道题感	告诉我们什么内容和道理	0
53680	基础知识关于修辞手法的判断正误题判断病句的方法关于书法的题能不能举几个题有什么简单方法	人教版出师表出师表原文结合来说诸葛亮是一个怎样的人	0
53681	湖心亭看雪1湖中焉得更有此人中的更是什么意思焉得是什么意思2余强饮三大白而别中的强是什么意思这个字是实词还是虚词	作文修改麻烦您看下修改以后还有哪些不足题目是历史的倔强中国的崛起目前只修改了一段	0
53682	语文选择不知道咋选咋选啊啊	海底两万里15和16章的一百字概括	0
53683	一次难忘的旅游作文600字怎么写	学在课外帮帮我看看这篇作文的优缺点跟修改建议评价一下	0
53684	作文题目遇见能否批改下我的作文帮我纠正下错误现在有些事没办法弄双师	列提纲我要写的是抗日战争纪念馆让我心生敬意列点提纲因为我不知道从哪个方面来写	0
53685	评价姜维姜维多次讨伐魏国这是为什么呢	醉翁亭记醉翁之意不在酒在乎山水之间也这一句被用到多种场合你能举出几例吗	0
53686	骆驼祥子第三章主要内容	昆虫记每章概括求昆虫记每章概括	0
53687	诗句的理解巴山夜雨涨秋池中秋有何表达作用	我眼中的诸葛亮200字左右急急急急急急	0
53688	愚公移山作者在写愚公移山的过程中为什么写写小孩跳往助之	议论文阅读提供下这个议论文的思路和解答	0
53689	文言文第三小题这三个人怎么做	修改留一把光阴的故事我做了简单的修改希望您再提一点意见还有什么地方需要改进还能再提升提升努力把分提高	0
53690	海底两万里读被章鱼袭击的启示	说明文的知识简单介绍一下打比喻啊引资料的作用	0
53691	艾青诗选的推荐语怎么写看看这道题感五一快乐	可以给我讲一下蒲松龄写的狼的中心思想吗给我讲一下狼这篇文章的中心思想	0
53692	表达欠妥的问题表达欠妥题和病句一样吗	关于红星照耀中国填写下表	0
53693	予以解答第一句第二句第四句分别写一段话	学科问题红星照耀中国第六章红军在陕北以志丹其人给刘志丹写小传300字	0
53694	平凡的世界里每个主要人物的故事情节	文言文意思与解释字意文言文不懂意思解释与翻译	0
53695	名著阅读这道题真的很难耐心解答包括讲一下以后碰到这种题该怎么做	根据情感写句子和一到选择题望能够解答	0
53696	以校记者的视角写关于运动会的新闻5080字	三国演义可能出的理解感悟题	0
53697	水浒传第29回主要内容	生字词复习在没有打勾的词语里将带点字的拼音从左到右进行更正要求答案完整无关题意作答不予采纳标清题号	0
53698	上联对下联上联杜子美感时伤怀抒忧国忧民之感慨下联	多文本阅读我想知道那块体现出来因为距离雨燕才会减少数量	0
53699	书法知识1五大书法的特点至少三个成语典型的2草书和行书的区别	出师表分析总结出师表6至8节内容结合原文分析本文的主题说出作者在哪写方面留下深刻印象	0
53700	鲁迅过了一个怎样的童年通过朝花夕拾这本书让我想要了解鲁迅	诗经二首关雎和蒹葭的赏析是什么	0
53701	语文怎样写描写作文才能得高分	问第四题怎么做为什么	0
53702	修改作文在居家的日子里疫情期间在家生活的作文	关于诚信的作文可以给出关于诚信作文的范文吗要有具体事件和中心人物描写	0
53703	鲁迅和藤野对话鲁迅30年后见到藤野	送东阳马生序第二段结构图结构图详细	0
53704	解答一下驿路梨花的导学案解答	初一线段题只给了一个数据分析了	0
53705	水浒传人物情节问一下武松有哪些重要故事情节	问题都是图一底下的问题应该怎么解答呢第二幅图的第四自然段	0
53706	文言文阅读记承天寺夜游主旨句是什么	红岩从红岩中任意选一人物用三个该人物的事迹描写出该人物的品质优点或缺点一个事迹一种品质好坏皆可	0
53707	描绘月的诗句有哪些有哪些描绘月的诗句	素养照片上的题目希望大家能解答一下1题和2题	0
53708	哪位同学有2018北京语文作文题目1让我心生敬意优秀范文	见为什么表被动呢见为什么表被动呢	0
53709	游山西村游山西村全诗表达了作者怎样的思想感情	语言表达问题语言表达标红的不明白自己改的有一个不对	0
53710	游山西村的主旨是什么	不知道对不对给出详细解答	0
53711	对于老山界的阅读理解不够透彻帮我讲解一下	三峡改写把三峡改写成诗指点	0
53712	12题做求详细解题思路	孔乙己在孔乙己中孔乙己说的话别人说的话都非常简短他们说这些简短的话得当时的动机是什么情绪是怎样的	0
53713	老王的提纲第十课老王的提纲嗯哪一段写出了什么事情嗯什么事情还有详略	以我的偶像为题写一篇作文	0
53714	说明文的几种说明方法	山坡羊潼关怀古情景想象	0
53715	19谈创造性思维创造性的思维必须有探究新事物并为此而活用知识的态度和意识为这段话找一个事实论据事例分析结论	雁门太守行本诗的作者曾被誉为诗鬼那么这首诗究竟好在哪里	0
53716	作文根深叶茂批改作文	皇帝的新装用一段话来叙述全文要说的内容	0
53717	基础知识运用问这题怎么做呢	素养照片上的题目希望大家能解答一下	0
53718	背影的问题文章以背影为题背影在全文中起什么作用	我想问一下这道题没什么不是而是	0
53719	怎么描述潮平两岸阔风正一帆悬和海日生残夜江春入旧年	红星照耀中国任务三的第一题怎么写	0
53720	红星照耀中国这几道题我	小练笔100字左右最好是割麦子的别的也行	0
53721	成语莞尔而笑问莞尔而笑这个成语最早是出自楚辞渔父吗	怎么写好记叙文记叙文的格式记叙文的标点使用	0
53722	作文修改两篇任选一篇进行修改详略得当不超过800字	的反思之类的可以给点意见吗或者是给点好段摘抄一下	0
53723	词组牢记在心离近的这两个英文词组	你是人间四月天作者用了哪些具体的意象来表现人间四月天的丰美这些意象有什么特点给你怎样的感受诗歌的标题有什么特点作者用了哪些表示颜色词语这些词有什么特点	0
